customer_id,recency,frequency,monetary,recency_score,frequency_score,monetary_score,RF_SCORE,segment
d875bb04-4539-11ea-acaf-000d3a38a36f,-0.29491465257788674,0.41648818279433936,0.12804144357447342,3,4,4,34,loyal_customers
cc7a587e-3110-11ea-b884-000d3a38a36f,-1.0211060360445765,-0.42693316006616405,-0.6396998618910521,5,2,1,52,potential_loyalists
e7fa4114-e7cc-11e9-8bb8-000d3a38a36f,1.5350876337581716,0.2056328470792135,-0.3867792368936373,1,4,2,14,at_Risk
59fe5f5c-b1c2-11e9-89fa-000d3a38a36f,-0.38205761859388954,-0.6377884957812899,-0.06853437204768939,3,1,4,31,about_to_sleep
92a334ee-58f2-11eb-9e65-000d3a38a36f,-0.23681934190055157,-0.6377884957812899,-0.5990578873981796,3,1,1,31,about_to_sleep
12f0df54-accc-11e9-a2fc-000d3a38a36f,-0.9049154146899062,-0.6377884957812899,-0.004807219957463708,4,1,4,41,promising
a0133918-1d60-11ea-a490-000d3a38a36f,1.0025472858825992,-0.2160778243510382,-0.6137667305988153,1,3,1,13,at_Risk
5366d676-5403-11eb-9e65-000d3a38a36f,-1.2244396234152497,-0.6377884957812899,-0.10761276411984141,5,1,3,51,new_customers
07ddfcfe-2590-11ea-b1c8-000d3a38a36f,-1.069518794942356,0.6273435185094652,-0.1681904144769013,5,5,3,55,champions
b4e68f92-a534-11e9-a2fc-000d3a38a36f,-0.09158106520721358,0.41648818279433936,-0.01579697068595691,3,4,4,34,loyal_customers
fa4d1ac8-abd9-11e9-a2fc-000d3a38a36f,0.576515007582141,-0.2160778243510382,-0.33537088058951736,2,3,2,23,at_Risk
6ece7c1c-4594-11ea-acaf-000d3a38a36f,-0.8952328629103503,-0.42693316006616405,-0.5254578291656897,4,2,1,42,potential_loyalists
15fa60d6-9eb1-11e9-9897-000d3a38a36f,-0.14967637588454877,-0.2160778243510382,-0.4324470120245403,3,3,2,33,need_attention
83c57128-1eea-11ea-81ff-000d3a38a36f,-1.2244396234152497,0.41648818279433936,0.3396611557731405,5,4,5,54,champions
bb548d60-abb6-11e9-a2fc-000d3a38a36f,0.25699079885679754,-0.6377884957812899,-0.6022967366982436,2,1,1,21,hibernating
9e060288-2eed-11ea-8467-000d3a38a36f,0.5377848004639176,-0.2160778243510382,-0.40913846550994143,2,3,2,23,at_Risk
444de882-b067-11e9-9757-000d3a38a36f,-0.9726932771467973,0.8381988542245911,-0.06296131756240676,4,5,4,45,loyal_customers
89cbf714-a6d0-11e9-a2fc-000d3a38a36f,-0.9726932771467973,0.2056328470792135,-0.045069467291018524,4,4,4,44,loyal_customers
3af86bfe-5459-11ea-b1db-000d3a38a36f,1.1865157696941606,-0.2160778243510382,0.7821326439453379,1,3,5,13,at_Risk
9c5d4960-5bd8-11ea-9ccc-000d3a38a36f,1.7868339800266242,-0.005222488635912346,-0.25339448796031017,1,4,3,14,at_Risk
6fcc04d0-3050-11ea-bb28-000d3a38a36f,0.8766741127483729,0.2056328470792135,0.06048351455348251,2,4,4,24,at_Risk
eb648a26-a56e-11e9-a2fc-000d3a38a36f,-1.2341221751948057,1.049054189939717,1.4378321005203725,5,5,5,55,champions
8423eda8-ae37-11e9-a2fc-000d3a38a36f,-1.1857094162970263,-0.005222488635912346,0.5920568638150278,5,4,5,54,champions
af94d3c0-b199-11e9-89fa-000d3a38a36f,-1.069518794942356,-0.6377884957812899,-0.6142022999874445,5,1,1,51,new_customers
7d58deb6-62fa-11ea-a6dc-000d3a38a36f,0.5377848004639176,0.6273435185094652,0.6926733925883967,2,5,5,25,cant_loose
45beaf52-add9-11e9-a2fc-000d3a38a36f,-1.0211060360445765,0.41648818279433936,0.04425576271557534,5,4,4,54,champions
56ddd00a-aff6-11e9-9757-000d3a38a36f,-0.41110527393255714,-0.6377884957812899,-0.5331752252565319,3,1,1,31,about_to_sleep
a5fc6ee6-a257-11e9-a2fc-000d3a38a36f,1.2446110803714958,-0.42693316006616405,-0.05636076605779353,1,2,4,12,hibernating
b4f0a6e6-ae60-11e9-a2fc-000d3a38a36f,-1.2438047269743615,1.6816201970850946,0.9852866741803895,5,5,5,55,champions
af28d808-9750-11ea-a9c8-000d3a38a36f,0.24730824707724167,-0.42693316006616405,-0.2243341918266321,2,2,3,22,hibernating
6d57890e-9f67-11eb-9c47-000d3a38a36f,-0.8855503111307945,-0.6377884957812899,-0.5226992230377041,4,1,1,41,promising
7bb4c782-a450-11e9-a2fc-000d3a38a36f,-0.5466609988463392,1.6816201970850946,0.4306058104297664,4,5,5,45,loyal_customers
4a1ecbbc-5271-11ea-956d-000d3a38a36f,0.5861975593616969,-0.2160778243510382,-0.34208311655275336,2,3,2,23,at_Risk
d8f47744-a595-11e9-a2fc-000d3a38a36f,-0.846820104012571,1.049054189939717,0.7935244587248735,4,5,5,45,loyal_customers
2c5e69e8-ae6b-11e9-a2fc-000d3a38a36f,-0.6918992755396772,0.8381988542245911,0.8500814685715092,4,5,5,45,loyal_customers
0efc89ac-9f16-11e9-9897-000d3a38a36f,-0.3433274114756661,-0.005222488635912346,0.10621830035955918,3,4,4,34,loyal_customers
8c92d204-1eb4-11ea-aa32-000d3a38a36f,1.7384212211288448,0.2056328470792135,-0.10793664904984777,1,4,3,14,at_Risk
bfc40df8-3068-11ea-bb28-000d3a38a36f,1.2058808732532722,-0.2160778243510382,-0.47945500065891805,1,3,2,13,at_Risk
de493b6c-a35b-11e9-a2fc-000d3a38a36f,0.6152452147003645,-0.6377884957812899,-0.5821711972543974,2,1,1,21,hibernating
808005da-a511-11e9-a2fc-000d3a38a36f,0.7798485949528142,0.6273435185094652,0.6115793071823103,2,5,5,25,cant_loose
cae701dc-d621-11e9-93bc-000d3a38a36f,-0.5853912059645627,-0.6377884957812899,-0.6826872100150055,4,1,1,41,promising
acff824a-1dc3-11ea-8bf2-000d3a38a36f,0.4893720415661383,0.2056328470792135,-0.1913202658577034,2,4,3,24,at_Risk
4e24ed86-9e9e-11e9-9897-000d3a38a36f,-1.2631698305334733,-0.2160778243510382,-0.2627983193763583,5,3,3,53,potential_loyalists
bac9d616-a837-11e9-a2fc-000d3a38a36f,0.50873714512525,-0.42693316006616405,-0.0930044369319663,2,2,4,22,hibernating
4e18b218-5650-11ea-b9b9-000d3a38a36f,0.5281022486843617,-0.005222488635912346,-0.17883394338366346,2,4,3,24,at_Risk
5261c16e-9c93-11ea-a27a-000d3a38a36f,1.9514373602790738,-0.6377884957812899,-0.2175437767423599,1,1,3,11,hibernating
20a9824c-ab17-11e9-a2fc-000d3a38a36f,-0.3433274114756661,-0.2160778243510382,-0.13353472696621607,3,3,3,33,need_attention
9c328802-a6ce-11e9-a2fc-000d3a38a36f,-0.7887247933352358,-0.42693316006616405,0.10557053049954633,4,2,4,42,potential_loyalists
b74c85fa-43a0-11eb-806e-000d3a38a36f,-0.43047037749166883,1.049054189939717,0.1659583172769472,3,5,4,35,loyal_customers
72b33428-f9a1-11ea-9564-000d3a38a36f,0.23762569529768582,-0.42693316006616405,-0.06882475164010891,2,2,4,22,hibernating
f9adaeba-bbb5-11ea-a0c9-000d3a38a36f,-0.7596771379965682,-0.005222488635912346,-0.2410868606200667,4,4,3,44,loyal_customers
8b607a4a-abae-11e9-a2fc-000d3a38a36f,0.25699079885679754,-0.005222488635912346,-0.13548920499211667,2,4,3,24,at_Risk
861090c6-a923-11e9-a2fc-000d3a38a36f,0.04397465970656852,-0.6377884957812899,0.3660410248998691,3,1,5,31,about_to_sleep
41272966-a0cc-11e9-a2fc-000d3a38a36f,-0.8952328629103503,-0.6377884957812899,-0.3038423579202732,4,1,3,41,promising
bd2305fe-6051-11ea-8dd8-000d3a38a36f,-0.29491465257788674,-0.6377884957812899,-0.405843773980566,3,1,2,31,about_to_sleep
fdb7846a-319d-11ea-9c9f-000d3a38a36f,2.1257232923110796,-0.6377884957812899,-0.3198244039492099,1,1,3,11,hibernating
5bc87a7c-9de8-11e9-9897-000d3a38a36f,1.147785562575937,0.41648818279433936,0.05145941029675218,1,4,4,14,at_Risk
804e7e88-18fd-11ea-9213-000d3a38a36f,-1.195391968076582,1.049054189939717,0.8459714804941865,5,5,5,55,champions
215ed4a8-a595-11e9-a2fc-000d3a38a36f,-0.9533281735876855,-0.42693316006616405,-0.2674332244092084,4,2,3,42,potential_loyalists
36c7a90a-a0f9-11e9-a2fc-000d3a38a36f,-1.1566617609583587,0.2056328470792135,0.8558443866364506,5,4,5,54,champions
63695372-a1c7-11e9-a2fc-000d3a38a36f,-1.2244396234152497,-0.2160778243510382,-0.2980571029636071,5,3,3,53,potential_loyalists
1f65610c-526b-11ea-956d-000d3a38a36f,-0.2271367901209957,-0.2160778243510382,0.15426495445912988,3,3,4,33,need_attention
c9c3e8aa-9aa8-11ea-9fd8-000d3a38a36f,-0.23681934190055157,-0.6377884957812899,-0.5793790857888249,3,1,1,31,about_to_sleep
552c4978-ace8-11e9-a2fc-000d3a38a36f,0.47968948978658243,-0.42693316006616405,-0.20751451235802373,2,2,3,22,hibernating
ef770b48-e155-11e9-957d-000d3a38a36f,1.7577863246879566,-0.005222488635912346,-0.39792534586420253,1,4,2,14,at_Risk
88667a54-1311-11ea-a001-000d3a38a36f,-0.5079307917281157,-0.005222488635912346,-0.1681345722475898,4,4,3,44,loyal_customers
c51201f2-1155-11ea-8872-000d3a38a36f,-0.6047563095236744,-0.005222488635912346,-0.22485910878215978,4,4,3,44,loyal_customers
a7ab666a-ae60-11e9-a2fc-000d3a38a36f,-0.6822167237601213,-0.42693316006616405,0.3402419149579798,4,2,5,42,potential_loyalists
b050a646-2254-11ea-8523-000d3a38a36f,-0.8371375522330151,-0.005222488635912346,0.1961242895509921,4,4,4,44,loyal_customers
7fcbeba8-a8a0-11e9-a2fc-000d3a38a36f,1.3220714946079426,-0.2160778243510382,-0.5486881965592526,1,3,1,13,at_Risk
f318a3de-ad06-11e9-a2fc-000d3a38a36f,1.5254050819786158,-0.6377884957812899,-0.7041864682999135,1,1,1,11,hibernating
9b6eb67e-75e6-11ea-b23f-000d3a38a36f,-0.6725341719805654,-0.42693316006616405,-0.3828479439501112,4,2,2,42,potential_loyalists
575164ec-a417-11e9-a2fc-000d3a38a36f,-1.214757071635694,-0.2160778243510382,-0.10501051623392785,5,3,3,53,potential_loyalists
32756a80-b022-11e9-9757-000d3a38a36f,0.6636579735981438,-0.6377884957812899,-0.6659792150050201,2,1,1,21,hibernating
71976318-2aa0-11eb-b280-000d3a38a36f,-0.014120650970766669,-0.42693316006616405,-0.4258576289657893,3,2,2,32,about_to_sleep
9c6ce7b0-5bee-11ea-bfa9-000d3a38a36f,0.06333976326568025,0.8381988542245911,0.16611467551901937,3,5,4,35,loyal_customers
16aebb98-d63e-11e9-93bc-000d3a38a36f,-1.1179315538401353,-0.42693316006616405,-0.3152676780373957,5,2,3,52,potential_loyalists
1f8c68a2-c565-11ea-9dde-000d3a38a36f,0.7314358360550349,-0.6377884957812899,-0.45986554661646173,2,1,2,21,hibernating
ae557c64-5b29-11ea-b304-000d3a38a36f,2.1935011547679704,-0.42693316006616405,-0.03720688140396641,1,2,4,12,hibernating
b0708360-9768-11ea-a9c8-000d3a38a36f,1.1768332179146046,-0.2160778243510382,-0.24862556157711233,1,3,3,13,at_Risk
5952b580-5b3b-11ea-8569-000d3a38a36f,-1.2244396234152497,-0.42693316006616405,-0.5034671592628411,5,2,1,52,potential_loyalists
83ae5204-ff19-11e9-a5e8-000d3a38a36f,-1.2438047269743615,-0.42693316006616405,-0.3694569773612258,5,2,2,52,potential_loyalists
6817921c-a96a-11e9-a2fc-000d3a38a36f,-1.195391968076582,0.6273435185094652,-0.3454559872031651,5,5,2,55,champions
09893098-221e-11ea-8523-000d3a38a36f,-1.0404711396036883,-0.2160778243510382,-0.30186554300264795,5,3,3,53,potential_loyalists
37753730-9b69-11ea-a27a-000d3a38a36f,-0.44015292927122474,0.6273435185094652,1.5599143822410622,3,5,5,35,loyal_customers
6f11ab30-a932-11e9-a2fc-000d3a38a36f,1.0509600447803784,-0.2160778243510382,-0.22396563311317652,1,3,3,13,at_Risk
8d58d24a-a792-11e9-a2fc-000d3a38a36f,-0.38205761859388954,-0.6377884957812899,-0.148064875033055,3,1,3,31,about_to_sleep
8c62a1a0-00c4-11ea-a5e8-000d3a38a36f,0.3828639719910238,-0.42693316006616405,0.114538792526965,2,2,4,22,hibernating
e3506ca0-a218-11e9-a2fc-000d3a38a36f,-0.8952328629103503,0.41648818279433936,0.22567599730261081,4,4,4,44,loyal_customers
b6305fbe-5b4f-11ea-bb88-000d3a38a36f,1.5641352890968392,-0.005222488635912346,0.12508180542096664,1,4,4,14,at_Risk
d3fea560-aced-11ea-b736-000d3a38a36f,-0.014120650970766669,-0.42693316006616405,-0.47398246218639606,3,2,2,32,about_to_sleep
b5a2eea6-e74e-11e9-8bb8-000d3a38a36f,1.4963574266399482,-0.6377884957812899,-0.20825162978493483,1,1,3,11,hibernating
45efeeb0-5b2a-11ea-bae8-000d3a38a36f,0.05365721148612438,-0.42693316006616405,-0.42592463964096305,3,2,2,32,about_to_sleep
5bfa131c-ada5-11e9-a2fc-000d3a38a36f,2.0482628780746324,-0.42693316006616405,-0.4833527882648572,1,2,2,12,hibernating
e637e170-aea0-11e9-a2fc-000d3a38a36f,-0.5563435506258951,-0.2160778243510382,-0.4975478829558275,4,3,2,43,potential_loyalists
90e0b158-2b54-11ea-9d27-000d3a38a36f,0.9057217680870405,0.6273435185094652,1.6788359937827235,2,5,5,25,cant_loose
ecabc266-a7f6-11e9-a2fc-000d3a38a36f,1.6803259104515096,-0.6377884957812899,-0.716192547601875,1,1,1,11,hibernating
0117c094-63e8-11ea-a6dc-000d3a38a36f,1.1090553554577136,-0.6377884957812899,-0.45986554661646173,1,1,2,11,hibernating
35f216d0-5bef-11ea-a0d1-000d3a38a36f,-0.8758677593512386,-0.42693316006616405,-0.3763032346748095,4,2,2,42,potential_loyalists
eb9baf18-a368-11e9-a2fc-000d3a38a36f,1.864294394263071,-0.6377884957812899,-0.604508088978977,1,1,1,11,hibernating
0c911658-1ceb-11ea-a490-000d3a38a36f,-1.1566617609583587,-0.2160778243510382,0.012660229371157527,5,3,4,53,potential_loyalists
2b632570-4195-11ea-96d9-000d3a38a36f,-0.7403120344374565,-0.42693316006616405,-0.3979365143100648,4,2,2,42,potential_loyalists
46097e88-1cb5-11ea-a490-000d3a38a36f,-0.014120650970766669,-0.6377884957812899,-0.3632696583535172,3,1,2,31,about_to_sleep
f4f890ba-8627-11ea-be76-000d3a38a36f,0.034292107927012656,-0.2160778243510382,0.09349744052241112,3,3,4,33,need_attention
c88819fa-d0fb-11ea-8b59-000d3a38a36f,1.6125480479946186,-0.6377884957812899,-0.4369925694904922,1,1,2,11,hibernating
3d707d74-d667-11e9-93bc-000d3a38a36f,-0.6047563095236744,-0.005222488635912346,-0.07405158430366048,4,4,4,44,loyal_customers
b8ddf1a2-5b0b-11ea-bffe-000d3a38a36f,-0.9533281735876855,-0.6377884957812899,-0.5496151775658226,4,1,1,41,promising
5c116b1a-5341-11ea-acd3-000d3a38a36f,0.2666733506363534,-0.42693316006616405,-0.5646032319130154,2,2,1,22,hibernating
aa572c64-5efa-11ea-be5b-000d3a38a36f,1.4963574266399482,-0.005222488635912346,0.4028410540161141,1,4,5,14,at_Risk
5307c13a-f4e7-11e9-9346-000d3a38a36f,-0.17872403122321637,-0.6377884957812899,-0.4604239689095762,3,1,2,31,about_to_sleep
a28e246a-5daf-11eb-8dbd-000d3a38a36f,-0.9726932771467973,0.6273435185094652,1.4365588976920711,4,5,5,45,loyal_customers
fef57ffa-aae6-11e9-a2fc-000d3a38a36f,-1.1082490020605793,6.742148254248115,13.374052773613286,5,5,5,55,champions
de6b47a4-a065-11ea-9d0a-000d3a38a36f,-1.2050745198561381,0.6273435185094652,0.6161136962024002,5,5,5,55,champions
97abdc4a-a5d2-11e9-a2fc-000d3a38a36f,-0.6918992755396772,-0.005222488635912346,-0.3364877251757463,4,4,2,44,loyal_customers
9613613c-c9d0-11ea-a31e-000d3a38a36f,-1.282534934092585,-0.6377884957812899,-0.2906859286944958,5,1,3,51,new_customers
c6b217b6-dfcf-11e9-957d-000d3a38a36f,-1.2244396234152497,-0.42693316006616405,-0.3343098782325998,5,2,2,52,potential_loyalists
ab52332e-a1af-11e9-a2fc-000d3a38a36f,-0.2852321007983309,-0.42693316006616405,-0.5140771828320164,3,2,1,32,about_to_sleep
267f4a64-5b4b-11ea-a909-000d3a38a36f,-0.5079307917281157,-0.6377884957812899,-0.6212607577724116,4,1,1,41,promising
c25f2eea-265d-11ea-b9a0-000d3a38a36f,0.3247686613136886,-0.6377884957812899,-0.5029869160907627,2,1,1,21,hibernating
a076af30-aacd-11e9-a2fc-000d3a38a36f,-0.24650189368010741,-0.6377884957812899,-0.3477566870507967,3,1,2,31,about_to_sleep
da229068-653b-11ea-bac7-000d3a38a36f,-0.8855503111307945,-0.2160778243510382,-0.24504049045531737,4,3,3,43,potential_loyalists
a9f02aa8-5be6-11ea-8bd2-000d3a38a36f,-1.1760268645174705,-0.005222488635912346,-0.17903497540918462,5,4,3,54,champions
75aea3d4-a8fb-11ea-8479-000d3a38a36f,-0.23681934190055157,-0.42693316006616405,-0.5877889255231292,3,2,1,32,about_to_sleep
737ef46a-18eb-11ea-9213-000d3a38a36f,0.4119116273296914,-0.42693316006616405,-0.38910227363299354,2,2,2,22,hibernating
54df998e-5274-11ea-956d-000d3a38a36f,-0.7209469308783448,0.2056328470792135,-0.11567638203241468,4,4,3,44,loyal_customers
06ea4252-5b56-11ea-b15d-000d3a38a36f,0.49905459334569413,-0.6377884957812899,-0.533599626199299,2,1,1,21,hibernating
23c40308-9ea1-11e9-9897-000d3a38a36f,-1.214757071635694,0.41648818279433936,0.08500942166707083,5,4,4,54,champions
6e928d60-a3c3-11e9-a2fc-000d3a38a36f,0.24730824707724167,-0.005222488635912346,-0.41639795532042984,2,4,2,24,at_Risk
9108204a-1c62-11ea-a490-000d3a38a36f,-1.137296657399247,0.2056328470792135,1.0728584581866036,5,4,5,54,champions
a0f994ea-9d15-11eb-9c47-000d3a38a36f,-1.1760268645174705,-0.42693316006616405,-0.16615775732996452,5,2,3,52,potential_loyalists
19286990-2054-11ea-87bf-000d3a38a36f,-0.23681934190055157,-0.005222488635912346,-0.13674007092869325,3,4,3,34,loyal_customers
d285739a-a3b5-11e9-a2fc-000d3a38a36f,0.12143507394301543,-0.005222488635912346,0.29661796541987573,2,4,4,24,at_Risk
4bb06236-9eea-11ea-80cd-000d3a38a36f,-0.8952328629103503,0.8381988542245911,0.36873262035268106,4,5,5,45,loyal_customers
8221ba3c-7eeb-11ea-80af-000d3a38a36f,-0.9726932771467973,-0.2160778243510382,0.08900772528577063,4,3,4,43,potential_loyalists
e6494e3a-5baf-11ea-9f92-000d3a38a36f,0.6442928700390321,-0.005222488635912346,0.06441480749700851,2,4,4,24,at_Risk
fac3db2c-9d1f-11e9-9897-000d3a38a36f,2.096675636972412,1.6816201970850946,0.6374565962452359,1,5,5,15,cant_loose
7c088fe8-f29d-11e9-9346-000d3a38a36f,-0.9145979664694621,0.2056328470792135,0.2218898941552946,4,4,4,44,loyal_customers
6561d954-1a69-11ea-941b-000d3a38a36f,0.31508610953413274,-0.42693316006616405,0.07777226874830714,2,2,4,22,hibernating
ce4dc94e-af68-11e9-a2fc-000d3a38a36f,1.864294394263071,-0.2160778243510382,-0.48480468622695494,1,3,2,13,at_Risk
aa396692-9ddb-11e9-9897-000d3a38a36f,-0.6531690684214537,-0.2160778243510382,-0.1489025084727267,4,3,3,43,potential_loyalists
ec3a1cd4-a511-11e9-a2fc-000d3a38a36f,0.9831821823234874,-0.005222488635912346,0.0030218605920014326,1,4,4,14,at_Risk
9f434f28-744a-11ea-92d0-000d3a38a36f,-0.633803964862342,-0.6377884957812899,-0.6570109529776013,4,1,1,41,promising
04ad6d4e-2819-11eb-8a9b-000d3a38a36f,0.07302231504523611,0.41648818279433936,0.8716254006398663,3,4,5,34,loyal_customers
254ff53e-1335-11ea-a001-000d3a38a36f,0.8863566645279287,-0.2160778243510382,0.6461456471260973,2,3,5,23,at_Risk
047f33ca-4ddb-11ea-9655-000d3a38a36f,0.7411183878345907,-0.005222488635912346,-0.07879817379513365,2,4,4,24,at_Risk
04f12e56-b206-11e9-89fa-000d3a38a36f,0.440959282668359,3.3684628828061016,2.9186340005096527,2,5,5,25,cant_loose
