recency,frequency,monetary,customer_id,cluster
-0.3820576185938895,-0.0052224886359123,0.2101071837705789,cc294636-19f0-11eb-8d74-000d3a38a36f,2
-0.2852321007983309,3.3684628828061016,1.4097993014060246,f431bd5a-ab7b-11e9-a2fc-000d3a38a36f,3
0.4990545933456941,-0.0052224886359123,-0.1853116419837915,69b69676-1a40-11ea-941b-000d3a38a36f,0
0.005244452588345,-0.6377884957812899,-0.7028015810129895,1854e56c-491f-11eb-806e-000d3a38a36f,2
-0.4692005846098923,-0.6377884957812899,-0.604508088978977,d6ea1074-f1f5-11e9-9346-000d3a38a36f,2
-0.5272958952872275,-0.426933160066164,-0.6146937116053852,e585280e-aae1-11e9-a2fc-000d3a38a36f,2
0.8863566645279287,-0.2160778243510382,-0.4191677298942777,c445e4ee-6242-11ea-9d1a-000d3a38a36f,0
1.5350876337581716,-0.6377884957812899,-0.6562738355506902,3f1b4dc8-8a7d-11ea-8ec0-000d3a38a36f,0
-0.4692005846098923,-0.0052224886359123,0.3389017014545049,cfbda69e-5b4f-11ea-aca7-000d3a38a36f,2
1.0219123894417108,-0.6377884957812899,-0.6536715876647766,1143f032-440d-11ea-8b43-000d3a38a36f,0
1.7093735657901772,-0.6377884957812899,-0.7106083246707301,ae608ece-c9d8-11ea-a31e-000d3a38a36f,0
-1.1760268645174703,3.157607547090976,2.3569393527575118,c2e15af2-9eed-11e9-9897-000d3a38a36f,3
-0.8371375522330151,-0.2160778243510382,-0.4900650242280934,2854f11a-0185-11ea-a5e8-000d3a38a36f,2
0.1214350739430154,-0.2160778243510382,-0.2160583734426754,ec6c382a-3e97-11ea-a823-000d3a38a36f,2
-1.282534934092585,4.001028889951479,4.089935928763158,241f0ad0-afb5-11e9-9757-000d3a38a36f,3
1.4866748748603924,0.6273435185094652,0.2022781032211137,13ed97a4-b167-11e9-89fa-000d3a38a36f,0
0.653975421818588,-0.0052224886359123,-0.2859058338654358,d9b77226-a509-11e9-a2fc-000d3a38a36f,0
-0.0238032027503225,-0.2160778243510382,0.1536953637201531,efb82ba4-aaba-11e9-a2fc-000d3a38a36f,2
-0.8080898968943476,-0.6377884957812899,-0.540691589321853,1ee5ae66-7237-11eb-aa44-000d3a38a36f,2
2.0579454298541884,-0.6377884957812899,-0.487239407424934,2730793e-3908-11ea-85d6-000d3a38a36f,0
-0.062533409868546,-0.6377884957812899,-0.7162037160477372,4da5c2ba-403b-11ea-aa6b-000d3a38a36f,2
0.50873714512525,-0.426933160066164,-0.0229782813754093,7b289956-d691-11e9-93bc-000d3a38a36f,0
2.24191391366575,-0.6377884957812899,-0.5933508115625494,1a9b39d8-40ac-11ea-9be8-000d3a38a36f,0
-0.1109461687663253,-0.6377884957812899,-0.568244145264122,4fbb0cbe-9085-11ea-af25-000d3a38a36f,2
-1.0211060360445765,-0.2160778243510382,0.396832430142202,d1fabf76-7171-11eb-a3e2-000d3a38a36f,2
-0.0141206509707666,-0.426933160066164,-0.450975463710079,6ff327d4-b0e1-11e9-9757-000d3a38a36f,2
-0.7596771379965682,-0.6377884957812899,-0.2445155734997898,7e7732ae-2d78-11eb-8062-000d3a299ebf,2
-0.4111052739325571,-0.2160778243510382,-0.6928616641955516,c1f8f878-9f35-11e9-9897-000d3a38a36f,2
0.0923874186043478,-0.426933160066164,-0.3158149318846479,5e1830d8-9e24-11e9-9897-000d3a38a36f,2
0.4796894897865824,-0.6377884957812899,-0.6424808049107623,a46cc34a-a19f-11e9-a2fc-000d3a38a36f,0
-0.8080898968943476,-0.0052224886359123,0.0911073931078809,1618f596-130a-11ea-a001-000d3a38a36f,2
1.0703251483394902,-0.426933160066164,-0.2505018604819771,c864868a-5134-11ea-99ba-000d3a38a36f,0
-0.2852321007983309,-0.0052224886359123,-0.015417243526639,57b22f66-d6a3-11e9-93bc-000d3a38a36f,2
-0.1787240312232163,0.6273435185094652,0.192539218429197,fb840306-1219-11ea-a001-000d3a38a36f,2
-0.3045972043574426,-0.6377884957812899,-0.5061029124863415,1acf7870-87af-11ea-ace9-000d3a38a36f,2
1.8546118424835152,-0.6377884957812899,-0.687713010653036,7a52fd46-5be8-11ea-a7c9-000d3a38a36f,0
1.5447701855377276,-0.6377884957812899,-0.6938556558772954,196e721a-d6d9-11e9-93bc-000d3a38a36f,0
-0.4304703774916688,-0.426933160066164,-0.0406020889461024,3551e96c-5b40-11ea-8e0b-000d3a38a36f,2
-0.0334857545298784,-0.6377884957812899,-0.4582907957498789,80c89c7a-d6dd-11e9-93bc-000d3a38a36f,2
0.2279431435181299,-0.0052224886359123,-0.2505912080488754,280cd78c-f324-11e9-9346-000d3a38a36f,2
0.50873714512525,0.2056328470792135,0.3893830767520549,6e47c6c2-4f49-11ea-99ba-000d3a38a36f,0
1.815881635365292,2.1033308685153465,2.433711249614892,6a46e618-16f8-11ea-b4ec-000d3a38a36f,3
-0.3433274114756661,-0.0052224886359123,-0.1070096680432776,1e6a5e78-7a8a-11ea-8f20-000d3a38a36f,2
